,0,1,2,3,4,5,6
400,2.7080503,8.066522,2.0,3.0,2.9957323,1.0,1.0
401,2.4849067,7.614805,4.0,2.0,3.4011974,1.0,1.0
402,2.4849067,6.8648477,2.0,3.0,3.8501475,2.0,2.0
403,3.0445225,7.372118,4.0,3.0,3.5263605,2.0,1.0
404,2.4849067,7.9237103,1.0,2.0,3.218876,1.0,1.0
405,2.8903718,7.9298463,1.0,3.0,3.0445225,1.0,1.0
406,3.3322046,7.9168077,4.0,2.0,3.3672957,2.0,1.0
407,2.8903718,7.046647,4.0,3.0,3.8286414,2.0,1.0
408,2.1972246,7.18007,1.0,4.0,2.9957323,1.0,1.0
409,2.8903718,7.0817084,2.0,4.0,4.0073333,3.0,2.0
410,1.609438,8.14555,1.0,4.0,4.304065,1.0,1.0
411,3.1780539,9.335032,2.0,3.0,3.3672957,2.0,1.0
412,1.7917595,7.534763,4.0,4.0,3.583519,3.0,1.0
413,3.1780539,7.62949,4.0,2.0,3.4965076,2.0,1.0
414,2.1972246,7.6666903,3.0,2.0,3.218876,1.0,1.0
415,2.4849067,7.3024964,2.0,1.0,3.218876,1.0,1.0
416,1.7917595,6.49224,2.0,4.0,3.1354942,1.0,1.0
417,3.1780539,7.160069,4.0,4.0,3.6109178,2.0,1.0
418,3.7376697,8.129765,4.0,4.0,4.1743875,2.0,1.0
419,2.4849067,6.4118185,4.0,1.0,3.2580965,1.0,1.0
420,2.4849067,7.5411525,4.0,4.0,3.6635616,1.0,1.0
421,2.4849067,7.3901815,2.0,3.0,3.4011974,1.0,1.0
422,2.9957323,7.8743587,2.0,3.0,3.3672957,2.0,1.0
423,2.4849067,6.5778613,4.0,4.0,3.713572,1.0,2.0
424,3.871201,8.536211,2.0,3.0,3.4011974,1.0,1.0
425,2.1972246,7.126087,4.0,4.0,3.713572,2.0,1.0
426,3.583519,7.518607,4.0,4.0,3.5263605,1.0,1.0
427,1.9459101,7.853993,2.0,2.0,3.5553482,1.0,1.0
428,2.4849067,7.261225,3.0,4.0,4.0073333,1.0,1.0
429,2.7080503,7.3211884,3.0,3.0,4.1108737,2.0,1.0
430,3.583519,9.310548,4.0,2.0,3.4011974,1.0,1.0
431,1.7917595,6.249975,3.0,1.0,3.3672957,1.0,1.0
432,2.4849067,7.9226236,2.0,4.0,3.5263605,2.0,1.0
433,3.1780539,7.889834,4.0,4.0,3.5553482,1.0,1.0
434,3.1780539,8.479907,2.0,3.0,3.4339871,1.0,1.0
435,3.1780539,7.893199,4.0,1.0,3.3672957,1.0,1.0
436,2.3978953,8.270013,2.0,2.0,3.583519,2.0,2.0
437,2.4849067,8.127404,3.0,4.0,3.5553482,1.0,1.0
438,1.7917595,5.8377304,4.0,1.0,3.295837,1.0,1.0
439,2.8903718,8.432507,3.0,2.0,3.465736,1.0,1.0
440,3.583519,8.194229,1.0,2.0,3.6109178,1.0,2.0
441,2.7080503,7.4506607,2.0,3.0,3.583519,1.0,1.0
442,2.4849067,8.012018,3.0,1.0,3.5263605,1.0,1.0
443,2.4849067,6.6253924,4.0,4.0,3.637586,2.0,1.0
444,2.8903718,7.575585,4.0,1.0,3.5263605,2.0,1.0
445,3.1780539,7.9807076,3.0,4.0,4.1431346,1.0,2.0
446,3.1780539,7.4139705,4.0,2.0,3.3672957,1.0,1.0
447,3.871201,8.8871,3.0,3.0,3.465736,2.0,2.0
448,3.4965076,7.924434,2.0,2.0,3.2580965,2.0,1.0
449,3.1780539,8.45084,3.0,3.0,3.5553482,2.0,1.0
450,3.1780539,8.036573,3.0,2.0,3.0910425,1.0,1.0
451,1.7917595,6.104793,4.0,4.0,3.1354942,1.0,1.0
452,2.1972246,6.4831076,4.0,3.0,3.3322046,1.0,1.0
453,1.7917595,7.1212525,4.0,4.0,3.583519,1.0,2.0
454,2.8903718,7.1268907,4.0,2.0,3.4965076,1.0,1.0
455,2.8903718,8.043663,1.0,4.0,3.2580965,1.0,1.0
456,3.6635616,7.851272,4.0,4.0,3.1780539,1.0,1.0
457,3.1780539,8.54714,4.0,2.0,3.218876,1.0,1.0
458,2.4849067,6.944087,3.0,4.0,3.6635616,1.0,1.0
459,2.7080503,7.298445,4.0,4.0,3.7841897,2.0,2.0
460,2.4849067,8.181161,1.0,1.0,3.1354942,1.0,1.0
461,3.1780539,7.09091,4.0,1.0,3.2580965,1.0,1.0
462,3.4011974,8.194781,4.0,4.0,4.0430512,2.0,1.0
463,2.7080503,6.8669333,3.0,2.0,3.4011974,2.0,1.0
464,2.4849067,7.0587583,4.0,4.0,3.7841897,1.0,1.0
465,1.7917595,7.097549,4.0,4.0,3.8501475,1.0,1.0
466,2.4849067,8.031711,2.0,4.0,3.9512436,1.0,1.0
467,3.1780539,8.231376,4.0,4.0,4.1271343,1.0,1.0
468,1.7917595,8.1656475,2.0,3.0,3.2580965,1.0,1.0
469,2.4849067,7.5673456,2.0,2.0,3.2580965,2.0,1.0
470,3.295837,9.026177,2.0,4.0,3.7376697,2.0,1.0
471,1.7917595,7.1204443,1.0,1.0,3.295837,2.0,1.0
472,1.7917595,5.908083,4.0,4.0,3.637586,1.0,1.0
473,3.1780539,8.0050335,2.0,4.0,2.9957323,1.0,1.0
474,3.583519,9.10875,4.0,1.0,3.3672957,1.0,1.0
475,3.1780539,7.3683395,4.0,3.0,3.6888795,2.0,1.0
476,2.8903718,7.1708884,4.0,2.0,3.465736,1.0,1.0
477,1.7917595,7.1876574,2.0,4.0,3.3322046,2.0,2.0
478,3.1780539,8.04655,4.0,1.0,3.295837,1.0,1.0
479,3.583519,8.61123,2.0,4.0,3.7376697,1.0,2.0
480,2.1972246,7.026427,2.0,4.0,3.8918202,1.0,1.0
481,3.1780539,7.103322,4.0,4.0,3.637586,2.0,2.0
482,3.1780539,7.0958934,4.0,4.0,3.1780539,1.0,1.0
483,2.3025851,7.1770186,4.0,4.0,3.295837,1.0,1.0
484,2.7080503,7.766417,2.0,2.0,3.583519,1.0,1.0
485,2.7080503,8.832004,1.0,2.0,3.5263605,1.0,2.0
486,3.1780539,7.2534704,4.0,2.0,3.3322046,1.0,1.0
487,3.6635616,9.058121,4.0,2.0,3.8066626,1.0,1.0
488,2.4849067,6.632002,4.0,2.0,3.2580965,1.0,1.0
489,3.583519,8.452334,2.0,2.0,3.465736,1.0,1.0
490,2.7080503,7.8961806,2.0,4.0,3.2580965,1.0,1.0
491,2.4849067,6.371612,4.0,4.0,2.9957323,2.0,1.0
492,3.1780539,7.7209053,4.0,1.0,3.988984,1.0,1.0
493,3.583519,8.871646,2.0,4.0,3.1354942,2.0,1.0
494,1.7917595,7.0925736,3.0,2.0,3.7612002,1.0,1.0
495,1.7917595,6.55108,4.0,4.0,3.583519,2.0,1.0
496,3.1780539,8.613775,3.0,4.0,3.7841897,2.0,1.0
497,2.8903718,8.067776,2.0,2.0,3.1780539,1.0,1.0
498,3.871201,8.8705225,3.0,4.0,3.9702919,2.0,2.0
499,3.1780539,8.1570835,3.0,4.0,3.1354942,1.0,1.0
500,2.8903718,7.0148144,4.0,4.0,3.2580965,1.0,2.0
501,3.2580965,8.982938,2.0,3.0,3.4011974,2.0,1.0
502,2.7080503,7.334329,4.0,3.0,3.4339871,1.0,1.0
503,1.3862944,7.3152184,2.0,1.0,3.7376697,2.0,2.0
504,3.583519,7.7415338,4.0,4.0,3.4339871,1.0,1.0
505,1.7917595,6.4952655,3.0,4.0,3.713572,1.0,2.0
506,3.583519,7.7288556,3.0,1.0,3.465736,2.0,2.0
507,2.7080503,7.875119,2.0,4.0,3.3322046,2.0,1.0
508,2.4849067,7.3152184,4.0,4.0,3.713572,1.0,1.0
509,3.1780539,7.1785455,4.0,3.0,3.2580965,1.0,1.0
510,3.1780539,8.040769,4.0,2.0,3.218876,2.0,1.0
511,3.0445225,7.7488914,2.0,1.0,3.4965076,1.0,1.0
512,1.7917595,7.2254815,4.0,3.0,4.317488,1.0,1.0
513,2.8903718,8.192017,3.0,4.0,3.6109178,1.0,1.0
514,3.871201,8.957124,4.0,4.0,3.7376697,1.0,1.0
515,2.8903718,8.022569,1.0,1.0,3.8066626,1.0,1.0
516,2.4849067,7.3356338,1.0,1.0,3.1354942,1.0,1.0
517,3.1780539,7.616776,4.0,4.0,4.0943446,2.0,1.0
518,3.4011974,8.75621,4.0,4.0,3.4339871,1.0,1.0
519,2.8903718,7.959975,2.0,1.0,3.5263605,1.0,2.0
520,2.4849067,7.134891,4.0,4.0,4.1108737,2.0,1.0
521,3.1780539,7.195187,4.0,2.0,3.7612002,2.0,2.0
522,3.1780539,7.6118426,4.0,4.0,3.6109178,1.0,1.0
523,3.1780539,7.3472996,3.0,1.0,3.465736,1.0,2.0
524,2.4849067,6.4393506,4.0,4.0,3.1780539,1.0,1.0
525,3.871201,9.089076,2.0,1.0,3.5553482,2.0,1.0
526,2.4849067,6.903747,4.0,4.0,3.1354942,2.0,1.0
527,1.7917595,7.467371,2.0,4.0,3.8066626,1.0,2.0
528,3.871201,8.853522,1.0,1.0,3.5263605,2.0,1.0
529,2.4849067,7.598399,4.0,1.0,3.295837,1.0,1.0
530,2.1972246,7.089243,4.0,4.0,4.204693,2.0,1.0
531,2.4849067,7.193686,2.0,1.0,3.0910425,1.0,1.0
532,2.8903718,7.7310534,3.0,3.0,3.3322046,2.0,1.0
533,3.0445225,8.517793,1.0,4.0,3.3672957,2.0,1.0
534,3.1780539,8.175266,3.0,4.0,3.295837,1.0,1.0
535,2.8903718,7.5642385,2.0,2.0,3.4339871,2.0,1.0
536,3.1780539,7.994295,4.0,4.0,3.8918202,1.0,2.0
537,3.1780539,7.343426,4.0,4.0,3.1780539,1.0,1.0
538,1.7917595,6.526495,2.0,1.0,3.3672957,1.0,1.0
539,3.583519,9.424564,1.0,4.0,3.6109178,1.0,1.0
540,3.1780539,8.457868,4.0,2.0,3.6109178,2.0,1.0
541,3.1780539,7.347944,3.0,2.0,3.1354942,2.0,1.0
542,2.4849067,7.224025,2.0,3.0,3.583519,1.0,1.0
543,3.1780539,7.854769,2.0,2.0,3.5263605,1.0,1.0
544,3.871201,8.288786,4.0,1.0,3.713572,2.0,2.0
545,3.871201,8.818482,3.0,2.0,3.4339871,1.0,1.0
546,3.1780539,8.081475,4.0,4.0,3.1354942,1.0,1.0
547,3.4011974,8.691818,3.0,2.0,3.637586,1.0,1.0
548,3.1780539,8.600246,2.0,4.0,3.2580965,1.0,1.0
549,2.7080503,6.692084,4.0,4.0,3.0910425,1.0,1.0
550,2.1972246,6.9865665,4.0,4.0,3.295837,2.0,1.0
551,2.7080503,7.9330797,2.0,3.0,3.1780539,2.0,1.0
552,2.4849067,7.9827576,2.0,1.0,3.295837,1.0,1.0
553,3.1780539,7.5637197,3.0,2.0,3.4965076,2.0,1.0
554,3.583519,7.9444923,4.0,4.0,3.295837,2.0,1.0
555,3.1780539,6.8426833,4.0,3.0,3.295837,2.0,1.0
556,2.8903718,6.9622436,3.0,3.0,3.4011974,2.0,1.0
557,2.4849067,8.046869,1.0,3.0,3.8918202,2.0,2.0
558,2.1972246,7.235619,4.0,2.0,3.2580965,1.0,1.0
559,3.583519,7.776535,4.0,1.0,3.4965076,1.0,1.0
560,2.4849067,7.6652846,4.0,4.0,3.9512436,1.0,1.0
561,2.8903718,7.620215,1.0,4.0,2.9957323,1.0,1.0
562,2.1972246,7.9370174,2.0,2.0,3.583519,2.0,2.0
563,2.4849067,7.161622,4.0,1.0,3.0445225,1.0,1.0
564,2.8903718,7.104144,4.0,3.0,3.8501475,1.0,1.0
565,2.4849067,7.716906,3.0,3.0,4.0943446,2.0,1.0
566,2.4849067,5.9532433,4.0,3.0,4.060443,4.0,1.0
567,3.1780539,7.5832477,4.0,4.0,3.7376697,2.0,1.0
568,3.0445225,7.360104,4.0,4.0,3.583519,1.0,1.0
569,3.1780539,7.9076514,3.0,4.0,2.9957323,1.0,1.0
570,3.1780539,7.2137685,4.0,3.0,3.6888795,1.0,1.0
571,1.7917595,6.8362594,1.0,1.0,3.465736,1.0,1.0
572,3.1780539,7.2737865,4.0,4.0,3.1354942,2.0,1.0
573,3.1780539,8.352554,1.0,4.0,3.583519,3.0,1.0
574,2.8903718,7.9284062,2.0,2.0,3.4339871,2.0,1.0
575,3.1780539,8.259199,1.0,2.0,3.465736,1.0,1.0
576,1.9459101,7.7531943,1.0,1.0,3.8066626,1.0,1.0
577,2.1972246,6.8221974,4.0,1.0,3.4011974,1.0,1.0
578,3.1780539,7.515889,4.0,4.0,3.5263605,1.0,1.0
579,3.583519,8.116417,4.0,2.0,3.3322046,1.0,1.0
580,2.3025851,7.1507015,4.0,2.0,3.1354942,1.0,1.0
581,3.1780539,7.947325,4.0,4.0,3.0910425,1.0,1.0
582,3.1780539,8.417594,3.0,2.0,4.304065,1.0,1.0
583,3.583519,7.8902082,4.0,4.0,3.912023,1.0,1.0
584,2.8903718,7.626083,4.0,1.0,3.4965076,1.0,1.0
585,2.7080503,7.17012,4.0,4.0,3.8066626,1.0,2.0
586,2.4849067,6.6080008,4.0,3.0,3.0910425,1.0,1.0
587,2.3025851,7.1228666,1.0,4.0,3.871201,1.0,2.0
588,3.0445225,8.118803,4.0,2.0,3.3672957,1.0,1.0
589,2.8903718,7.4999766,4.0,1.0,3.0910425,1.0,1.0
590,3.871201,9.409519,2.0,2.0,3.871201,1.0,1.0
591,4.0943446,9.122273,2.0,2.0,3.295837,1.0,1.0
592,1.7917595,8.20958,1.0,3.0,3.6109178,3.0,2.0
593,3.4011974,8.1435175,2.0,4.0,3.0445225,1.0,1.0
594,2.4849067,6.461468,4.0,2.0,3.8918202,1.0,1.0
595,3.0445225,8.203031,2.0,3.0,3.295837,2.0,1.0
596,2.8903718,7.333023,3.0,2.0,3.465736,2.0,1.0
597,3.871201,8.272315,4.0,2.0,3.637586,1.0,1.0
598,2.4849067,7.527256,4.0,1.0,3.0910425,1.0,1.0
599,2.8903718,7.863267,4.0,4.0,4.1743875,2.0,1.0
600,2.7080503,7.590347,4.0,2.0,3.5553482,1.0,1.0
601,1.7917595,7.657283,2.0,2.0,3.713572,1.0,1.0
602,2.1972246,7.270313,2.0,3.0,3.3672957,1.0,1.0
603,3.7376697,8.304495,4.0,4.0,3.583519,2.0,1.0
604,2.1972246,8.2511425,1.0,4.0,4.158883,1.0,1.0
605,3.1780539,8.205218,2.0,4.0,3.3322046,1.0,1.0
606,2.8903718,7.347944,4.0,3.0,3.7841897,1.0,1.0
607,2.7080503,7.275172,4.0,1.0,3.1354942,1.0,1.0
608,2.1972246,7.5908523,2.0,2.0,2.944439,2.0,1.0
609,3.1780539,7.211557,3.0,4.0,3.218876,1.0,1.0
610,2.4849067,7.239215,4.0,4.0,3.8501475,3.0,2.0
611,3.1780539,7.226936,4.0,1.0,3.3322046,1.0,1.0
612,4.0943446,9.658418,2.0,4.0,3.0445225,2.0,1.0
613,2.4849067,7.3085427,4.0,3.0,3.5263605,1.0,2.0
614,3.7376697,8.382518,3.0,2.0,3.2580965,2.0,2.0
615,2.8903718,6.6200733,4.0,1.0,3.295837,1.0,1.0
616,2.7080503,7.1762547,4.0,4.0,3.637586,2.0,1.0
617,2.7080503,8.438799,3.0,2.0,3.6888795,1.0,1.0
618,3.1780539,7.5234814,4.0,2.0,3.4965076,2.0,1.0
619,2.8903718,7.539027,4.0,1.0,3.465736,2.0,1.0
620,3.583519,8.984694,4.0,4.0,3.295837,2.0,1.0
621,3.4011974,8.430109,2.0,2.0,3.465736,2.0,1.0
622,2.4849067,7.234177,2.0,2.0,3.2580965,1.0,1.0
623,3.1780539,6.853299,4.0,3.0,3.637586,1.0,2.0
624,2.4849067,6.527958,4.0,4.0,3.6888795,1.0,2.0
625,3.871201,8.919454,4.0,1.0,3.912023,1.0,1.0
626,2.4849067,7.5611215,4.0,2.0,3.6109178,1.0,1.0
627,3.1780539,7.7419677,4.0,1.0,3.8066626,1.0,1.0
628,3.583519,8.9978895,2.0,4.0,3.7376697,4.0,1.0
629,3.1780539,7.760467,4.0,3.0,3.5553482,2.0,1.0
630,2.6390574,8.287277,1.0,4.0,3.0910425,1.0,1.0
631,2.4849067,6.788972,4.0,4.0,3.713572,1.0,2.0
632,3.871201,9.232298,4.0,3.0,3.6109178,1.0,1.0
633,3.4011974,8.347827,2.0,1.0,3.3322046,2.0,1.0
634,2.8903718,8.757941,2.0,1.0,3.713572,1.0,1.0
635,2.4849067,7.167809,3.0,4.0,3.1354942,1.0,1.0
636,2.4849067,6.802395,4.0,2.0,3.1354942,1.0,1.0
637,3.0445225,7.7146773,4.0,2.0,3.912023,2.0,1.0
638,1.7917595,6.9565454,4.0,1.0,3.5553482,2.0,1.0
639,1.7917595,6.9536843,2.0,4.0,3.912023,1.0,1.0
640,3.1780539,8.7505245,4.0,2.0,3.295837,2.0,1.0
641,3.4011974,8.159375,4.0,2.0,3.5263605,1.0,2.0
642,3.871201,8.191186,1.0,1.0,3.295837,1.0,1.0
643,2.4849067,8.48529,3.0,4.0,3.7612002,2.0,1.0
644,3.4011974,8.012018,4.0,4.0,3.8501475,1.0,1.0
645,3.1780539,8.32821,3.0,3.0,3.295837,2.0,1.0
646,3.583519,8.655562,2.0,2.0,3.4339871,2.0,1.0
647,4.0943446,9.246286,2.0,4.0,3.7376697,1.0,1.0
648,1.7917595,7.6401234,1.0,2.0,3.1780539,1.0,1.0
649,3.0445225,7.8555446,4.0,2.0,3.713572,1.0,2.0
650,3.4011974,8.418477,4.0,4.0,3.2580965,1.0,1.0
651,3.1780539,8.546752,4.0,4.0,3.4965076,1.0,1.0
652,4.276666,8.629628,2.0,2.0,3.1780539,1.0,1.0
653,3.1780539,7.776535,4.0,4.0,4.158883,1.0,1.0
654,2.8903718,7.281386,3.0,1.0,3.2580965,1.0,1.0
655,1.7917595,7.3382382,1.0,2.0,4.0253515,1.0,1.0
656,2.4849067,7.731492,4.0,4.0,3.6109178,1.0,1.0
657,2.7080503,7.298445,4.0,3.0,3.4965076,2.0,1.0
658,3.1780539,8.537584,3.0,3.0,3.8501475,3.0,1.0
659,3.583519,9.195937,1.0,3.0,3.4339871,2.0,2.0
660,4.0943446,8.783703,4.0,4.0,3.5263605,1.0,2.0
661,2.3025851,7.205635,4.0,2.0,3.295837,2.0,1.0
662,3.583519,7.959276,4.0,3.0,3.4011974,1.0,1.0
663,2.1972246,7.9204464,3.0,4.0,3.5553482,1.0,1.0
664,2.4849067,8.202756,1.0,3.0,3.4339871,1.0,2.0
665,2.7080503,6.8824377,2.0,3.0,3.218876,2.0,1.0
666,2.7080503,7.875119,3.0,2.0,3.218876,1.0,1.0
667,3.1780539,7.9710855,2.0,1.0,3.3672957,1.0,1.0
668,1.7917595,8.458716,1.0,3.0,3.7841897,2.0,2.0
669,3.1780539,7.7336836,4.0,2.0,3.3322046,1.0,1.0
670,1.7917595,7.1196356,2.0,4.0,3.912023,1.0,1.0
671,2.4849067,6.8308744,1.0,2.0,3.637586,1.0,1.0
672,2.8903718,7.495542,4.0,2.0,3.1780539,2.0,1.0
673,2.7080503,7.5522375,4.0,4.0,3.6888795,1.0,1.0
674,2.4849067,7.023759,4.0,4.0,3.3672957,1.0,1.0
675,3.871201,8.753214,4.0,4.0,3.8286414,2.0,1.0
676,3.1780539,7.2276626,4.0,2.0,3.8501475,1.0,1.0
677,3.4011974,7.8252454,4.0,2.0,3.713572,2.0,1.0
678,3.295837,7.8351836,4.0,1.0,3.465736,1.0,2.0
679,2.7080503,8.57998,1.0,4.0,3.5553482,1.0,1.0
680,3.871201,8.788746,3.0,2.0,3.1780539,1.0,1.0
681,2.4849067,7.9959803,4.0,3.0,3.218876,2.0,1.0
682,2.1972246,7.095064,4.0,4.0,3.218876,1.0,1.0
683,2.1972246,7.6582274,2.0,2.0,3.6109178,1.0,2.0
684,2.8903718,6.4441314,4.0,3.0,3.465736,2.0,1.0
685,1.7917595,7.088409,4.0,4.0,3.5553482,1.0,1.0
686,3.0445225,7.8143997,4.0,4.0,3.8286414,1.0,1.0
687,2.1972246,7.037028,4.0,4.0,3.218876,2.0,1.0
688,4.0943446,9.548739,4.0,2.0,3.295837,1.0,1.0
689,3.4011974,8.935377,1.0,4.0,4.1431346,2.0,1.0
690,3.4011974,8.031711,3.0,2.0,3.6888795,2.0,2.0
691,2.8903718,7.3165483,4.0,2.0,3.465736,1.0,1.0
692,3.1780539,8.0545225,3.0,2.0,3.4339871,2.0,1.0
693,2.9957323,8.723882,3.0,4.0,3.4339871,2.0,1.0
694,2.1972246,7.1981835,4.0,2.0,3.5263605,2.0,1.0
695,1.7917595,6.070738,4.0,2.0,3.1780539,1.0,2.0
696,2.4849067,7.113142,4.0,2.0,3.1780539,1.0,1.0
697,2.1972246,6.672033,4.0,3.0,4.189655,1.0,1.0
698,3.295837,7.851661,3.0,3.0,3.0445225,1.0,1.0
699,1.7917595,5.521461,2.0,2.0,3.713572,2.0,1.0
700,2.7080503,7.182352,2.0,2.0,3.8501475,2.0,1.0
701,2.8903718,7.54009,4.0,4.0,3.218876,2.0,1.0
702,3.871201,8.76655,4.0,3.0,4.0775375,1.0,1.0
703,3.1780539,7.1507015,2.0,4.0,3.583519,2.0,1.0
704,3.1780539,8.764522,1.0,2.0,3.4965076,1.0,1.0
705,3.1780539,7.5943813,2.0,4.0,3.0445225,1.0,2.0
706,2.0794415,6.6333184,4.0,2.0,3.7841897,1.0,1.0
707,3.1780539,7.86442,2.0,4.0,3.3322046,1.0,1.0
708,1.3862944,8.125631,1.0,1.0,3.6109178,1.0,2.0
709,3.583519,8.291547,3.0,2.0,3.3672957,1.0,1.0
710,3.1780539,9.355306,1.0,4.0,3.1354942,2.0,1.0
711,2.8903718,8.384804,3.0,4.0,3.5553482,1.0,2.0
712,1.7917595,8.818926,1.0,3.0,3.8066626,2.0,2.0
713,3.4011974,8.361709,4.0,4.0,3.2580965,2.0,1.0
714,3.1780539,7.7514753,2.0,3.0,3.465736,1.0,1.0
715,2.3025851,6.954639,4.0,4.0,3.1354942,1.0,1.0
716,3.0445225,8.058328,4.0,3.0,3.713572,1.0,1.0
717,3.1780539,7.8172226,4.0,4.0,3.0910425,1.0,1.0
718,3.6635616,9.559517,4.0,4.0,3.4011974,2.0,1.0
719,2.5649493,7.493874,3.0,1.0,3.3322046,2.0,1.0
720,2.7080503,7.8284364,1.0,4.0,3.1354942,1.0,1.0
721,2.4849067,7.1499166,3.0,1.0,3.6109178,1.0,1.0
722,3.0445225,8.565602,1.0,3.0,3.2580965,1.0,1.0
723,2.7080503,8.015987,2.0,2.0,3.4965076,1.0,1.0
724,1.7917595,6.059123,2.0,1.0,3.8918202,1.0,1.0
725,2.8903718,6.8834624,1.0,2.0,3.1354942,1.0,1.0
726,2.4849067,6.7345915,2.0,4.0,3.1354942,1.0,1.0
727,3.4011974,8.660601,4.0,2.0,3.218876,2.0,1.0
728,2.4849067,7.349231,4.0,4.0,4.0073333,2.0,2.0
729,3.1780539,7.158514,4.0,4.0,3.465736,1.0,1.0
730,2.7080503,7.147559,3.0,4.0,3.6635616,2.0,1.0
731,3.1780539,7.239215,2.0,2.0,3.4339871,1.0,1.0
732,2.4849067,6.53814,4.0,3.0,3.5553482,2.0,1.0
733,2.7080503,8.526153,1.0,4.0,4.0775375,1.0,1.0
734,2.8903718,7.6610565,4.0,4.0,3.1780539,2.0,1.0
735,2.4849067,7.702556,4.0,3.0,3.1780539,1.0,1.0
736,3.0445225,9.447782,4.0,4.0,3.4011974,1.0,1.0
737,3.1780539,7.8091354,4.0,3.0,3.295837,2.0,1.0
738,2.4849067,7.0518556,3.0,3.0,3.6888795,2.0,1.0
739,3.4011974,8.041735,2.0,4.0,3.4339871,1.0,1.0
740,2.3025851,7.9728107,1.0,4.0,3.4339871,1.0,1.0
741,2.4849067,8.1934,1.0,4.0,3.3322046,3.0,1.0
742,2.4849067,7.4115562,2.0,4.0,4.1431346,2.0,1.0
743,3.1780539,7.9416513,2.0,4.0,3.2580965,1.0,1.0
744,3.583519,8.995289,3.0,2.0,3.218876,2.0,1.0
745,3.0445225,8.094073,1.0,4.0,3.583519,1.0,1.0
746,3.1780539,7.706613,4.0,4.0,3.9512436,2.0,1.0
747,2.4849067,7.2997975,2.0,4.0,4.189655,3.0,1.0
748,3.1780539,7.2232957,4.0,4.0,3.218876,1.0,1.0
749,3.583519,8.170468,4.0,4.0,3.6109178,2.0,1.0
750,2.8903718,8.163086,4.0,1.0,3.218876,1.0,1.0
751,3.583519,8.650149,4.0,2.0,3.637586,2.0,1.0
752,2.8903718,8.261526,2.0,4.0,4.204693,1.0,1.0
753,3.6635616,8.503702,2.0,2.0,3.218876,2.0,1.0
754,3.1780539,7.570443,4.0,4.0,4.0943446,1.0,1.0
755,2.4849067,7.251345,2.0,2.0,3.4339871,1.0,1.0
756,2.4849067,6.7286286,4.0,2.0,3.1354942,1.0,1.0
757,2.9957323,8.774622,1.0,4.0,4.0943446,1.0,1.0
758,2.8903718,7.5709586,4.0,2.0,3.5553482,1.0,1.0
759,3.0910425,7.8917046,3.0,4.0,3.6888795,1.0,1.0
760,3.871201,7.9197197,4.0,3.0,3.637586,2.0,2.0
761,3.871201,8.736168,4.0,4.0,3.912023,1.0,1.0
762,3.6888795,8.699182,4.0,3.0,3.295837,1.0,1.0
763,3.0445225,7.0800266,2.0,4.0,3.6635616,1.0,2.0
764,3.1780539,8.750366,3.0,4.0,3.713572,1.0,2.0
765,1.7917595,7.1074257,1.0,2.0,3.295837,2.0,1.0
766,3.1780539,7.9697037,3.0,4.0,3.9318256,1.0,1.0
767,3.1780539,8.026824,4.0,3.0,3.465736,1.0,1.0
768,2.1972246,7.741099,2.0,4.0,3.0910425,1.0,1.0
769,2.8903718,8.924124,1.0,4.0,3.9318256,1.0,2.0
770,2.4849067,7.1372786,2.0,4.0,3.0910425,2.0,1.0
771,3.1780539,6.5750756,4.0,4.0,3.988984,2.0,1.0
772,2.1972246,7.345365,4.0,2.0,3.5553482,1.0,1.0
773,3.1780539,7.375882,4.0,4.0,3.988984,2.0,2.0
774,2.8903718,7.49276,3.0,4.0,3.871201,2.0,1.0
775,2.9957323,8.359838,1.0,4.0,3.1780539,2.0,1.0
776,2.4849067,6.8834624,4.0,4.0,3.5553482,2.0,1.0
777,2.4849067,8.918918,1.0,2.0,3.1780539,1.0,1.0
778,3.583519,9.134646,2.0,1.0,3.1780539,1.0,1.0
779,2.4849067,6.8351846,4.0,4.0,4.1743875,4.0,1.0
780,3.7376697,9.13594,1.0,2.0,4.0073333,1.0,1.0
781,2.7080503,7.4832444,2.0,1.0,3.2580965,2.0,1.0
782,2.0794415,6.8101425,3.0,2.0,3.2580965,1.0,1.0
783,1.7917595,6.182085,3.0,3.0,3.3322046,1.0,1.0
784,3.583519,9.172535,4.0,4.0,3.1780539,2.0,1.0
785,3.871201,8.023225,3.0,4.0,3.988984,1.0,1.0
786,3.871201,8.276649,4.0,4.0,3.8286414,1.0,2.0
787,3.583519,8.91355,2.0,2.0,3.988984,1.0,1.0
788,1.7917595,7.198931,1.0,4.0,4.1271343,1.0,1.0
789,1.7917595,7.3485875,1.0,2.0,3.1780539,2.0,1.0
790,3.583519,9.671367,2.0,3.0,3.7612002,1.0,1.0
791,2.8903718,7.2041492,4.0,3.0,3.2580965,1.0,1.0
792,2.4849067,7.003974,3.0,2.0,3.295837,2.0,1.0
793,2.4849067,8.011686,3.0,1.0,3.1780539,1.0,1.0
794,3.583519,7.9054418,2.0,2.0,3.713572,1.0,2.0
795,2.0794415,6.5944133,4.0,4.0,3.8501475,2.0,1.0
796,2.8903718,8.237479,3.0,2.0,3.5553482,2.0,1.0
797,3.0445225,7.3790083,4.0,3.0,3.4011974,2.0,1.0
798,2.8903718,8.285513,1.0,4.0,3.4965076,3.0,1.0
799,2.8903718,8.334472,2.0,2.0,3.583519,2.0,2.0
