A11,A12,A13, A14,A2,A30,A31,A32,A33,A34,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A410,A5,A61,A62,A63,A64,A65,A71,A72,A73,A74,A75,A8,A91,A92,A93,A94,A95,A101,A102,A103,A11,A121,A122,A123,A124,A13,A141,A142,A143,A151,A152,A153,A16,A171,A172,A173,A174,A18,A191,A192,A201,A202,Good/Bad
0.0,1,0.0,0,0.38235294117647056,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10454495433036205,1,0,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,0,0,1,0.3333333333333333,0,0,0,1,0.08928571428571429,1,0,0,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,0,0.0,1,0.29411764705882354,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.21464729833828547,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0,1,0,0,0.6666666666666666,0,1,0,0,0.2857142857142857,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.07352941176470588,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09794211510949709,0,0,0,0,1,0,0,0,1,0,0.3333333333333333,0,0,1,0,0,1,0,0,0.0,0,0,1,0,0.08928571428571429,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,0
0.0,1,0.0,0,0.8235294117647058,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3944095961263343,0,0,0,0,1,0,0,1,0,0,0.0,0,0,1,0,0,1,0,0,0.0,1,0,0,0,0.14285714285714285,0,0,1,0,1,0,0.0,0,1,0,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.29411764705882354,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.13392758886321118,1,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.2857142857142857,0,0,1,0,1,0,0.3333333333333333,0,1,0,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.11764705882352941,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10448993067018818,1,0,0,0,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0.17857142857142858,0,0,1,0,0,1,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,0,0.0,1,0.16176470588235295,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19599427753934193,0,1,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.07142857142857142,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.10294117647058823,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.04974138879718279,0,1,0,0,0,1,0,0,0,0,1.0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0.6785714285714286,0,0,1,0,1,0,0.6666666666666666,0,1,0,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.11764705882352941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07741828986464179,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.14285714285714285,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.29411764705882354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07444701221525256,1,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.6428571428571429,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.20588235294117646,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.27797953119841534,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.30357142857142855,0,0,1,0,0,1,0.6666666666666666,0,0,0,1,0.0,0,1,1,0,0
0.0,0,0.0,1,0.11764705882352941,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13744910311433917,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,0,1,0,0,0,1,0,0,1.0,0,0,0,1,0.6785714285714286,1,0,0,0,0,1,0.6666666666666666,0,1,0,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.08823529411764706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05397821063057114,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0,0,1,0,0,1,0,0,1.0,1,0,0,0,0.23214285714285715,0,0,1,0,1,0,0.3333333333333333,0,1,0,0,1.0,1,0,0,1,0
0.0,1,0.0,0,0.16176470588235295,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03037306041597887,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,0.6666666666666666,0,0,1,0,0.32142857142857145,0,0,1,0,1,0,0.0,0,0,1,0,1.0,1,0,1,0,1
0.0,0,0.0,1,0.47058823529411764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3331132386926378,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,1.0,1,0,0,0,0.30357142857142855,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.29411764705882354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07059535600308132,1,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0.6666666666666666,0,0,1,0,0.3392857142857143,0,1,0,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,0
1.0,0,0.0,0,0.14705882352941177,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48024650599757895,1,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1.0,0,1,0,0,0.4642857142857143,0,0,1,0,1,0,0.0,0,0,0,1,0.0,0,1,0,1,1
0.0,0,0.0,1,0.29411764705882354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0412127214702322,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.10714285714285714,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.20588235294117646,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13271706833938593,0,0,0,0,1,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0,0.6666666666666666,0,1,0,0,0.23214285714285715,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,0,1,0
0.0,0,0.0,1,0.11764705882352941,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.06338725652030373,0,0,1,0,0,0,0,0,1,0,0.6666666666666666,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.32142857142857145,0,0,1,1,0,0,0.0,0,0,1,0,0.0,0,1,1,0,0
0.0,1,0.0,0,0.6470588235294118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6558270056124134,0,0,0,0,1,1,0,0,0,0,1.0,0,0,1,0,0,0,1,0,1.0,0,0,0,1,0.30357142857142855,0,0,1,0,0,1,0.0,0,0,0,1,0.0,0,1,1,0,0
0.0,1,0.0,0,0.6470588235294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15461648508858808,1,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0,1.0,1,0,0,0,0.16071428571428573,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,1
1.0,0,0.0,0,0.38235294117647056,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6464179597226808,1,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0.26785714285714285,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0,1,1,0,1
0.0,0,0.0,1,0.07352941176470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13464289644547156,1,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.23214285714285715,0,0,1,0,1,0,0.0,0,0,1,0,1.0,1,0,1,0,0
0.0,0,0.0,1,0.20588235294117646,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.11852096401452625,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,1,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.125,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.11764705882352941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055683944095961266,0,0,0,0,1,0,0,0,0,1,0.3333333333333333,1,0,0,0,0,1,0,0,1.0,0,1,0,0,0.5357142857142857,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.029411764705882353,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23995818201826785,1,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0.23214285714285715,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,0,0.0,1,0.29411764705882354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09084406294706723,0,1,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,1.0,0,0,1,0,0.17857142857142858,0,0,1,1,0,0,0.0,0,0,0,1,0.0,0,1,1,0,0
0.0,0,0.0,1,0.16176470588235295,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.17156377242214152,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.07142857142857142,0,0,1,1,0,0,0.3333333333333333,0,0,1,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.11764705882352941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07285132607021019,1,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.5535714285714286,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,1.0,0,0.20588235294117646,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06575327390778035,0,0,0,0,1,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0,1.0,0,0,1,0,0.5357142857142857,1,0,0,0,1,0,0.0,0,1,0,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.16176470588235295,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.06988004842082095,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,1.0,0,1,0,0,0.7857142857142857,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.29411764705882354,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.19962583911081766,0,1,0,0,0,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.32142857142857145,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,0
1.0,0,0.0,0,0.6323529411764706,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5762077693408165,1,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,0.2857142857142857,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0,1,1,0,0
1.0,0,0.0,0,0.6470588235294118,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2496973698690437,1,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0,0.6666666666666666,0,1,0,0,0.125,0,0,1,0,1,0,0.0,0,0,1,0,1.0,1,0,1,0,0
0.0,1,0.0,0,0.6470588235294118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4034334763948498,0,1,0,0,0,1,0,0,0,0,0.3333333333333333,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.21428571428571427,0,0,1,0,0,1,0.0,0,0,0,1,0.0,0,1,1,0,0
0.0,1,0.0,0,0.11764705882352941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04632992186640255,1,0,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,0,0,1,1.0,1,0,0,0,0.5357142857142857,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,0,1,1,0,0
1.0,0,0.0,0,0.29411764705882354,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.042588312974579066,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,1,0,0,1.0,1,0,0,0,0.5178571428571429,0,1,0,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,0,0.0,1,0.11764705882352941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.045449543303620554,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,0,0,1,0,1,0,0,0.3333333333333333,1,0,0,0,0.125,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,0,1,0
0.0,1,0.0,0,0.47058823529411764,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5033564432706064,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,1,0,0,1.0,0,0,1,0,0.16071428571428573,0,0,1,1,0,0,0.0,0,0,0,1,0.0,0,1,1,0,1
1.0,0,0.0,0,0.29411764705882354,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.33944095961263343,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,0,1,0,0,0,1,0,0,1.0,0,0,0,1,0.44642857142857145,0,0,1,0,0,1,0.3333333333333333,0,0,0,1,1.0,0,1,1,0,0
0.0,0,1.0,0,0.5588235294117647,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.2501375591504347,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.6607142857142857,0,0,1,0,0,1,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.6470588235294118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4060195884230219,0,0,0,0,1,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.48214285714285715,1,0,0,0,1,0,0.3333333333333333,0,0,0,1,1.0,1,0,1,0,0
0.0,1,0.0,0,0.6470588235294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.534279740288324,1,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.125,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,1
0.0,0,0.0,1,0.11764705882352941,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.24347969626939583,0,0,0,0,1,0,1,0,0,0,0.0,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.017857142857142856,0,0,1,1,0,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.08823529411764706,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05705953560030813,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0.3333333333333333,0,1,0,0,0.4642857142857143,0,0,1,0,1,0,0.0,0,1,0,0,0.0,1,0,0,1,0
0.0,0,0.0,1,0.20588235294117646,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12462859029382635,1,0,0,0,0,0,0,1,0,0,0.6666666666666666,0,0,1,0,0,1,0,0,1.0,1,0,0,0,0.42857142857142855,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,0
0.0,1,0.0,0,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.13728403213381754,0,0,0,1,0,0,0,0,1,0,0.6666666666666666,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.23214285714285715,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.029411764705882353,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02321998459337515,1,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0.625,0,0,1,0,1,0,0.0,1,0,0,0,0.0,0,1,1,0,0
0.0,1,0.0,0,0.47058823529411764,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19555408825795093,1,0,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,1,0,0,0.0,0,0,1,0,0.4107142857142857,0,0,1,0,1,0,0.0,0,0,1,0,0.0,0,1,1,0,1
0.0,0,1.0,0,0.29411764705882354,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.060195884230218995,0,0,0,0,1,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.32142857142857145,1,0,0,0,1,0,0.3333333333333333,0,1,0,0,1.0,1,0,1,0,1
1.0,0,0.0,0,0.08823529411764706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.04335864421701332,1,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0,1,0,0.6666666666666666,0,1,0,0,0.5357142857142857,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.6470588235294118,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5434686915373611,0,0,1,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,0,1,0.44642857142857145,1,0,0,0,0,1,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,0,0.0,1,0.029411764705882353,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07114559260482008,0,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.25,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.38235294117647056,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25096291405304283,0,0,0,0,1,0,0,0,1,0,0.3333333333333333,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0.08928571428571429,0,1,0,1,0,0,0.0,0,1,0,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.11764705882352941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026246285902938263,0,1,0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,1,0,0,0.6666666666666666,0,0,0,1,0.25,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0,1,1,0,1
0.0,1,0.0,0,0.058823529411764705,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.054308352591614394,1,0,0,0,0,0,0,1,0,0,0.6666666666666666,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0.08928571428571429,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
0.0,1,0.0,0,0.07352941176470588,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001430615164520744,1,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1,0,1,0,0,1.0,1,0,0,0,0.05357142857142857,0,0,1,1,0,0,0.0,0,1,0,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.6470588235294118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28232640035215145,0,0,0,0,1,1,0,0,0,0,0.6666666666666666,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.375,1,0,0,0,0,1,0.0,1,0,0,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.29411764705882354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.28947947617475517,0,1,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,0.0,0,0,1,0,0.10714285714285714,0,1,0,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,1.0,0,0.29411764705882354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19252778694838782,1,0,0,0,0,0,1,0,0,0,0.3333333333333333,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.125,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.11764705882352941,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023935292175635524,1,0,0,0,0,0,0,0,1,0,0.3333333333333333,0,0,0,1,0,1,0,0,0.6666666666666666,0,0,1,0,0.10714285714285714,1,0,0,0,1,0,0.0,0,1,0,0,0.0,1,0,1,0,1
0.0,0,1.0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06844943325630021,0,0,0,0,1,0,1,0,0,0,0.0,0,0,1,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.17857142857142858,0,0,1,0,1,0,0.0,0,1,0,0,1.0,1,0,0,1,0
1.0,0,0.0,0,0.47058823529411764,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.13733905579399142,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,1.0,0,0,1,0,0.21428571428571427,1,0,0,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
1.0,0,0.0,0,0.11764705882352941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.025200836359634642,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,0,1,0,0,0,0,1,0.6666666666666666,0,1,0,0,0.3392857142857143,0,0,1,0,1,0,0.0,0,1,0,0,1.0,1,0,1,0,0
0.0,1,0.0,0,0.29411764705882354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22565203037306042,0,0,0,0,1,0,0,1,0,0,0.0,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0.5178571428571429,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.11764705882352941,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.02481567073841752,1,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.23214285714285715,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.16176470588235295,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.18669527896995708,1,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0.14285714285714285,0,0,1,0,1,0,0.3333333333333333,0,1,0,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.38235294117647056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.22003961703532518,1,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,1,0,0,0.3333333333333333,0,0,1,0,0.16071428571428573,0,0,1,0,1,0,0.3333333333333333,0,0,0,1,0.0,1,0,1,0,1
1.0,0,0.0,0,0.29411764705882354,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0928799383735006,1,0,0,0,0,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0.6666666666666666,0,1,0,0,0.23214285714285715,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,1
1.0,0,0.0,0,0.29411764705882354,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1463629360625069,1,0,0,0,0,0,0,0,1,0,0.3333333333333333,0,0,1,0,0,1,0,0,0.0,0,0,0,1,0.26785714285714285,0,0,1,0,0,1,0.0,0,0,0,1,0.0,0,1,1,0,0
1.0,0,0.0,0,0.20588235294117646,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1325519973588643,0,0,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.16071428571428573,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,0,0.0,1,0.20588235294117646,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.04280840761527457,1,0,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,1,0,0,0.6666666666666666,1,0,0,0,0.30357142857142855,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,0
1.0,0,0.0,0,0.058823529411764705,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.17321448222735777,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,0,0,1.0,1,0,0,0,0.35714285714285715,0,0,1,0,1,0,0.3333333333333333,0,1,0,0,0.0,1,0,0,1,0
0.0,0,0.0,1,0.11764705882352941,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.3054363376251788,0,0,0,0,1,0,0,0,0,1,0.3333333333333333,0,0,1,0,0,1,0,0,1.0,0,1,0,0,0.5357142857142857,0,0,1,1,0,0,0.0,0,0,1,0,0.0,0,1,1,0,0
0.0,0,0.0,1,0.29411764705882354,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07015516672169032,0,0,0,1,0,0,0,0,1,0,1.0,0,1,0,0,0,1,0,0,0.6666666666666666,0,0,1,0,0.26785714285714285,0,0,1,0,1,0,0.0,0,0,1,0,1.0,0,1,1,0,0
0.0,0,1.0,0,0.47058823529411764,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23236491691427313,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,0.21428571428571427,0,0,1,0,1,0,0.0,0,0,1,0,0.0,1,0,1,0,0
0.0,1,0.0,0,0.029411764705882353,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04500935402222956,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,1,0,0,1.0,0,0,1,0,0.16071428571428573,0,0,1,0,1,0,0.0,0,0,1,0,1.0,1,0,1,0,0
1.0,0,0.0,0,0.29411764705882354,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.3502255970067129,1,0,0,0,0,1,0,0,0,0,0.3333333333333333,0,0,1,0,0,1,0,0,1.0,0,0,0,1,1.0,0,0,1,0,0,1,0.3333333333333333,0,0,0,1,0.0,0,1,1,0,0
0.0,0,0.0,1,0.20588235294117646,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.08880818752063387,0,1,0,0,0,0,0,1,0,0,1.0,0,1,0,0,0,1,0,0,0.3333333333333333,1,0,0,0,0.19642857142857142,0,0,1,0,1,0,0.3333333333333333,0,0,1,0,0.0,1,0,1,0,1
0.0,1,0.0,0,0.8235294117647058,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39385935952459555,0,1,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0.3333333333333333,0,1,0,0,0.08928571428571429,0,0,1,0,1,0,0.0,0,0,0,1,0.0,1,0,1,0,1
0.0,0,0.0,1,0.6470588235294118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6239683063717398,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0,1,0,0,0,1,0,0,1.0,0,0,1,0,0.08928571428571429,1,0,0,1,0,0,0.3333333333333333,0,1,0,0,0.0,1,0,1,0,1
1.0,0,0.0,0,0.29411764705882354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2123913282711566,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0,0,1,0,0,1,0,0,1.0,0,0,0,1,0.07142857142857142,1,0,0,1,0,0,0.3333333333333333,0,0,1,0,1.0,1,0,1,0,1
