,0,1,2,3,4,5,6,7
359,377.0,1.9459101,6.7405195,3.0,4.0,3.583519,1.0,1.0
360,378.0,3.583519,9.569273,4.0,2.0,4.0430512,1.0,1.0
361,379.0,1.7917595,5.891644,4.0,4.0,3.9512436,2.0,1.0
362,380.0,2.9957323,7.7016525,4.0,4.0,3.6635616,1.0,1.0
363,381.0,2.8903718,9.470857,3.0,4.0,3.637586,1.0,1.0
364,382.0,3.0910425,7.156956,4.0,4.0,3.218876,1.0,1.0
365,383.0,2.4849067,7.192934,4.0,1.0,3.2580965,1.0,1.0
366,384.0,3.4011974,8.359838,2.0,2.0,3.2580965,2.0,1.0
367,385.0,2.8903718,7.713338,2.0,1.0,3.218876,2.0,1.0
368,386.0,2.8903718,7.026427,4.0,2.0,3.0445225,1.0,1.0
369,387.0,2.8903718,8.905716,4.0,4.0,3.6888795,2.0,1.0
370,388.0,2.7080503,7.7519054,2.0,4.0,3.295837,1.0,1.0
371,389.0,2.1972246,7.278629,3.0,2.0,3.295837,2.0,1.0
372,390.0,2.8903718,7.506592,2.0,2.0,3.4011974,1.0,1.0
373,391.0,2.4849067,6.8906093,1.0,4.0,2.944439,1.0,1.0
374,392.0,3.583519,8.0861025,2.0,4.0,3.6635616,1.0,2.0
375,393.0,1.7917595,7.579168,1.0,4.0,3.4339871,1.0,1.0
376,394.0,2.1972246,7.785721,2.0,3.0,3.4339871,1.0,1.0
377,395.0,3.6635616,9.372459,2.0,3.0,3.465736,1.0,1.0
378,396.0,2.4849067,7.854769,3.0,4.0,4.0073333,1.0,1.0
379,397.0,3.583519,7.761319,3.0,2.0,3.8286414,2.0,1.0
380,398.0,2.4849067,7.109062,1.0,1.0,3.8286414,2.0,1.0
381,399.0,3.1780539,7.3238306,4.0,1.0,3.7612002,2.0,1.0
382,400.0,2.8903718,7.2950563,3.0,4.0,3.6635616,1.0,1.0
383,401.0,2.8903718,7.5427437,4.0,4.0,3.3322046,2.0,1.0
384,402.0,3.1780539,9.0650835,2.0,2.0,3.295837,2.0,1.0
385,403.0,2.6390574,6.6871085,4.0,2.0,3.295837,2.0,1.0
386,404.0,2.8903718,7.9721212,4.0,4.0,3.7612002,1.0,2.0
387,405.0,3.1780539,7.620215,1.0,1.0,3.0910425,1.0,1.0
388,406.0,3.1780539,7.694848,4.0,4.0,3.7612002,2.0,2.0
389,408.0,3.1780539,8.081784,3.0,2.0,3.2580965,1.0,1.0
390,409.0,2.4849067,6.8448153,4.0,2.0,3.3322046,3.0,1.0
391,410.0,3.1780539,7.5842648,4.0,4.0,2.9957323,1.0,1.0
392,411.0,3.4965076,8.889171,3.0,2.0,3.5553482,2.0,1.0
393,412.0,2.4849067,7.73718,4.0,2.0,3.7376697,2.0,1.0
394,414.0,3.1780539,7.230563,4.0,2.0,3.5553482,1.0,1.0
395,415.0,3.583519,8.672829,2.0,2.0,3.5553482,2.0,2.0
396,416.0,2.4849067,7.855157,4.0,1.0,3.4965076,1.0,2.0
397,417.0,2.8903718,9.044404,1.0,2.0,3.1354942,2.0,1.0
398,418.0,3.0445225,7.9309254,1.0,2.0,3.4339871,1.0,1.0
399,419.0,2.8903718,6.9488974,4.0,2.0,3.4965076,1.0,1.0
400,420.0,2.7080503,8.066522,2.0,3.0,2.9957323,1.0,1.0
401,421.0,2.4849067,7.614805,4.0,2.0,3.4011974,1.0,1.0
402,422.0,2.4849067,6.8648477,2.0,3.0,3.8501475,2.0,2.0
403,423.0,3.0445225,7.372118,4.0,3.0,3.5263605,2.0,1.0
404,424.0,2.4849067,7.9237103,1.0,2.0,3.218876,1.0,1.0
405,425.0,2.8903718,7.9298463,1.0,3.0,3.0445225,1.0,1.0
406,426.0,3.3322046,7.9168077,4.0,2.0,3.3672957,2.0,1.0
407,427.0,2.8903718,7.046647,4.0,3.0,3.8286414,2.0,1.0
408,428.0,2.1972246,7.18007,1.0,4.0,2.9957323,1.0,1.0
409,429.0,2.8903718,7.0817084,2.0,4.0,4.0073333,3.0,2.0
410,430.0,1.609438,8.14555,1.0,4.0,4.304065,1.0,1.0
411,431.0,3.1780539,9.335032,2.0,3.0,3.3672957,2.0,1.0
412,432.0,1.7917595,7.534763,4.0,4.0,3.583519,3.0,1.0
413,433.0,3.1780539,7.62949,4.0,2.0,3.4965076,2.0,1.0
414,434.0,2.1972246,7.6666903,3.0,2.0,3.218876,1.0,1.0
415,435.0,2.4849067,7.3024964,2.0,1.0,3.218876,1.0,1.0
416,436.0,1.7917595,6.49224,2.0,4.0,3.1354942,1.0,1.0
417,437.0,3.1780539,7.160069,4.0,4.0,3.6109178,2.0,1.0
418,438.0,3.7376697,8.129765,4.0,4.0,4.1743875,2.0,1.0
419,439.0,2.4849067,6.4118185,4.0,1.0,3.2580965,1.0,1.0
420,440.0,2.4849067,7.5411525,4.0,4.0,3.6635616,1.0,1.0
421,441.0,2.4849067,7.3901815,2.0,3.0,3.4011974,1.0,1.0
422,442.0,2.9957323,7.8743587,2.0,3.0,3.3672957,2.0,1.0
423,443.0,2.4849067,6.5778613,4.0,4.0,3.713572,1.0,2.0
424,444.0,3.871201,8.536211,2.0,3.0,3.4011974,1.0,1.0
425,445.0,2.1972246,7.126087,4.0,4.0,3.713572,2.0,1.0
426,446.0,3.583519,7.518607,4.0,4.0,3.5263605,1.0,1.0
427,447.0,1.9459101,7.853993,2.0,2.0,3.5553482,1.0,1.0
428,448.0,2.4849067,7.261225,3.0,4.0,4.0073333,1.0,1.0
429,449.0,2.7080503,7.3211884,3.0,3.0,4.1108737,2.0,1.0
430,450.0,3.583519,9.310548,4.0,2.0,3.4011974,1.0,1.0
431,451.0,1.7917595,6.249975,3.0,1.0,3.3672957,1.0,1.0
432,452.0,2.4849067,7.9226236,2.0,4.0,3.5263605,2.0,1.0
433,453.0,3.1780539,7.889834,4.0,4.0,3.5553482,1.0,1.0
434,454.0,3.1780539,8.479907,2.0,3.0,3.4339871,1.0,1.0
435,455.0,3.1780539,7.893199,4.0,1.0,3.3672957,1.0,1.0
436,456.0,2.3978953,8.270013,2.0,2.0,3.583519,2.0,2.0
437,457.0,2.4849067,8.127404,3.0,4.0,3.5553482,1.0,1.0
438,458.0,1.7917595,5.8377304,4.0,1.0,3.295837,1.0,1.0
439,459.0,2.8903718,8.432507,3.0,2.0,3.465736,1.0,1.0
440,460.0,3.583519,8.194229,1.0,2.0,3.6109178,1.0,2.0
441,461.0,2.7080503,7.4506607,2.0,3.0,3.583519,1.0,1.0
442,462.0,2.4849067,8.012018,3.0,1.0,3.5263605,1.0,1.0
443,463.0,2.4849067,6.6253924,4.0,4.0,3.637586,2.0,1.0
444,464.0,2.8903718,7.575585,4.0,1.0,3.5263605,2.0,1.0
445,465.0,3.1780539,7.9807076,3.0,4.0,4.1431346,1.0,2.0
446,466.0,3.1780539,7.4139705,4.0,2.0,3.3672957,1.0,1.0
447,467.0,3.871201,8.8871,3.0,3.0,3.465736,2.0,2.0
448,468.0,3.4965076,7.924434,2.0,2.0,3.2580965,2.0,1.0
449,469.0,3.1780539,8.45084,3.0,3.0,3.5553482,2.0,1.0
450,470.0,3.1780539,8.036573,3.0,2.0,3.0910425,1.0,1.0
451,471.0,1.7917595,6.104793,4.0,4.0,3.1354942,1.0,1.0
452,472.0,2.1972246,6.4831076,4.0,3.0,3.3322046,1.0,1.0
453,473.0,1.7917595,7.1212525,4.0,4.0,3.583519,1.0,2.0
454,474.0,2.8903718,7.1268907,4.0,2.0,3.4965076,1.0,1.0
455,475.0,2.8903718,8.043663,1.0,4.0,3.2580965,1.0,1.0
456,476.0,3.6635616,7.851272,4.0,4.0,3.1780539,1.0,1.0
457,477.0,3.1780539,8.54714,4.0,2.0,3.218876,1.0,1.0
458,478.0,2.4849067,6.944087,3.0,4.0,3.6635616,1.0,1.0
459,479.0,2.7080503,7.298445,4.0,4.0,3.7841897,2.0,2.0
460,480.0,2.4849067,8.181161,1.0,1.0,3.1354942,1.0,1.0
461,481.0,3.1780539,7.09091,4.0,1.0,3.2580965,1.0,1.0
462,482.0,3.4011974,8.194781,4.0,4.0,4.0430512,2.0,1.0
463,483.0,2.7080503,6.8669333,3.0,2.0,3.4011974,2.0,1.0
464,484.0,2.4849067,7.0587583,4.0,4.0,3.7841897,1.0,1.0
465,485.0,1.7917595,7.097549,4.0,4.0,3.8501475,1.0,1.0
466,486.0,2.4849067,8.031711,2.0,4.0,3.9512436,1.0,1.0
467,487.0,3.1780539,8.231376,4.0,4.0,4.1271343,1.0,1.0
468,489.0,1.7917595,8.1656475,2.0,3.0,3.2580965,1.0,1.0
469,490.0,2.4849067,7.5673456,2.0,2.0,3.2580965,2.0,1.0
470,491.0,3.295837,9.026177,2.0,4.0,3.7376697,2.0,1.0
471,492.0,1.7917595,7.1204443,1.0,1.0,3.295837,2.0,1.0
472,493.0,1.7917595,5.908083,4.0,4.0,3.637586,1.0,1.0
473,495.0,3.1780539,8.0050335,2.0,4.0,2.9957323,1.0,1.0
474,496.0,3.583519,9.10875,4.0,1.0,3.3672957,1.0,1.0
475,497.0,3.1780539,7.3683395,4.0,3.0,3.6888795,2.0,1.0
476,498.0,2.8903718,7.1708884,4.0,2.0,3.465736,1.0,1.0
477,499.0,1.7917595,7.1876574,2.0,4.0,3.3322046,2.0,2.0
478,500.0,3.1780539,8.04655,4.0,1.0,3.295837,1.0,1.0
479,501.0,3.583519,8.61123,2.0,4.0,3.7376697,1.0,2.0
480,502.0,2.1972246,7.026427,2.0,4.0,3.8918202,1.0,1.0
481,503.0,3.1780539,7.103322,4.0,4.0,3.637586,2.0,2.0
482,504.0,3.1780539,7.0958934,4.0,4.0,3.1780539,1.0,1.0
483,505.0,2.3025851,7.1770186,4.0,4.0,3.295837,1.0,1.0
484,506.0,2.7080503,7.766417,2.0,2.0,3.583519,1.0,1.0
485,507.0,2.7080503,8.832004,1.0,2.0,3.5263605,1.0,2.0
486,508.0,3.1780539,7.2534704,4.0,2.0,3.3322046,1.0,1.0
487,509.0,3.6635616,9.058121,4.0,2.0,3.8066626,1.0,1.0
488,510.0,2.4849067,6.632002,4.0,2.0,3.2580965,1.0,1.0
489,511.0,3.583519,8.452334,2.0,2.0,3.465736,1.0,1.0
490,512.0,2.7080503,7.8961806,2.0,4.0,3.2580965,1.0,1.0
491,513.0,2.4849067,6.371612,4.0,4.0,2.9957323,2.0,1.0
492,514.0,3.1780539,7.7209053,4.0,1.0,3.988984,1.0,1.0
493,517.0,3.583519,8.871646,2.0,4.0,3.1354942,2.0,1.0
494,518.0,1.7917595,7.0925736,3.0,2.0,3.7612002,1.0,1.0
495,519.0,1.7917595,6.55108,4.0,4.0,3.583519,2.0,1.0
496,520.0,3.1780539,8.613775,3.0,4.0,3.7841897,2.0,1.0
497,521.0,2.8903718,8.067776,2.0,2.0,3.1780539,1.0,1.0
498,522.0,3.871201,8.8705225,3.0,4.0,3.9702919,2.0,2.0
499,523.0,3.1780539,8.1570835,3.0,4.0,3.1354942,1.0,1.0
500,524.0,2.8903718,7.0148144,4.0,4.0,3.2580965,1.0,2.0
501,525.0,3.2580965,8.982938,2.0,3.0,3.4011974,2.0,1.0
502,526.0,2.7080503,7.334329,4.0,3.0,3.4339871,1.0,1.0
503,527.0,1.3862944,7.3152184,2.0,1.0,3.7376697,2.0,2.0
504,528.0,3.583519,7.7415338,4.0,4.0,3.4339871,1.0,1.0
505,529.0,1.7917595,6.4952655,3.0,4.0,3.713572,1.0,2.0
506,530.0,3.583519,7.7288556,3.0,1.0,3.465736,2.0,2.0
507,531.0,2.7080503,7.875119,2.0,4.0,3.3322046,2.0,1.0
508,532.0,2.4849067,7.3152184,4.0,4.0,3.713572,1.0,1.0
509,533.0,3.1780539,7.1785455,4.0,3.0,3.2580965,1.0,1.0
510,534.0,3.1780539,8.040769,4.0,2.0,3.218876,2.0,1.0
511,535.0,3.0445225,7.7488914,2.0,1.0,3.4965076,1.0,1.0
512,536.0,1.7917595,7.2254815,4.0,3.0,4.317488,1.0,1.0
513,537.0,2.8903718,8.192017,3.0,4.0,3.6109178,1.0,1.0
514,538.0,3.871201,8.957124,4.0,4.0,3.7376697,1.0,1.0
515,539.0,2.8903718,8.022569,1.0,1.0,3.8066626,1.0,1.0
516,540.0,2.4849067,7.3356338,1.0,1.0,3.1354942,1.0,1.0
517,541.0,3.1780539,7.616776,4.0,4.0,4.0943446,2.0,1.0
518,542.0,3.4011974,8.75621,4.0,4.0,3.4339871,1.0,1.0
519,543.0,2.8903718,7.959975,2.0,1.0,3.5263605,1.0,2.0
520,544.0,2.4849067,7.134891,4.0,4.0,4.1108737,2.0,1.0
521,545.0,3.1780539,7.195187,4.0,2.0,3.7612002,2.0,2.0
522,546.0,3.1780539,7.6118426,4.0,4.0,3.6109178,1.0,1.0
523,547.0,3.1780539,7.3472996,3.0,1.0,3.465736,1.0,2.0
524,548.0,2.4849067,6.4393506,4.0,4.0,3.1780539,1.0,1.0
525,549.0,3.871201,9.089076,2.0,1.0,3.5553482,2.0,1.0
526,550.0,2.4849067,6.903747,4.0,4.0,3.1354942,2.0,1.0
527,551.0,1.7917595,7.467371,2.0,4.0,3.8066626,1.0,2.0
528,552.0,3.871201,8.853522,1.0,1.0,3.5263605,2.0,1.0
529,553.0,2.4849067,7.598399,4.0,1.0,3.295837,1.0,1.0
530,554.0,2.1972246,7.089243,4.0,4.0,4.204693,2.0,1.0
531,555.0,2.4849067,7.193686,2.0,1.0,3.0910425,1.0,1.0
532,556.0,2.8903718,7.7310534,3.0,3.0,3.3322046,2.0,1.0
533,557.0,3.0445225,8.517793,1.0,4.0,3.3672957,2.0,1.0
534,558.0,3.1780539,8.175266,3.0,4.0,3.295837,1.0,1.0
535,559.0,2.8903718,7.5642385,2.0,2.0,3.4339871,2.0,1.0
536,560.0,3.1780539,7.994295,4.0,4.0,3.8918202,1.0,2.0
537,561.0,3.1780539,7.343426,4.0,4.0,3.1780539,1.0,1.0
538,562.0,1.7917595,6.526495,2.0,1.0,3.3672957,1.0,1.0
539,563.0,3.583519,9.424564,1.0,4.0,3.6109178,1.0,1.0
540,564.0,3.1780539,8.457868,4.0,2.0,3.6109178,2.0,1.0
541,565.0,3.1780539,7.347944,3.0,2.0,3.1354942,2.0,1.0
542,566.0,2.4849067,7.224025,2.0,3.0,3.583519,1.0,1.0
543,567.0,3.1780539,7.854769,2.0,2.0,3.5263605,1.0,1.0
544,568.0,3.871201,8.288786,4.0,1.0,3.713572,2.0,2.0
545,569.0,3.871201,8.818482,3.0,2.0,3.4339871,1.0,1.0
546,570.0,3.1780539,8.081475,4.0,4.0,3.1354942,1.0,1.0
547,571.0,3.4011974,8.691818,3.0,2.0,3.637586,1.0,1.0
548,572.0,3.1780539,8.600246,2.0,4.0,3.2580965,1.0,1.0
549,573.0,2.7080503,6.692084,4.0,4.0,3.0910425,1.0,1.0
550,574.0,2.1972246,6.9865665,4.0,4.0,3.295837,2.0,1.0
551,575.0,2.7080503,7.9330797,2.0,3.0,3.1780539,2.0,1.0
552,576.0,2.4849067,7.9827576,2.0,1.0,3.295837,1.0,1.0
553,577.0,3.1780539,7.5637197,3.0,2.0,3.4965076,2.0,1.0
554,578.0,3.583519,7.9444923,4.0,4.0,3.295837,2.0,1.0
555,579.0,3.1780539,6.8426833,4.0,3.0,3.295837,2.0,1.0
556,580.0,2.8903718,6.9622436,3.0,3.0,3.4011974,2.0,1.0
557,581.0,2.4849067,8.046869,1.0,3.0,3.8918202,2.0,2.0
558,582.0,2.1972246,7.235619,4.0,2.0,3.2580965,1.0,1.0
559,583.0,3.583519,7.776535,4.0,1.0,3.4965076,1.0,1.0
560,584.0,2.4849067,7.6652846,4.0,4.0,3.9512436,1.0,1.0
561,585.0,2.8903718,7.620215,1.0,4.0,2.9957323,1.0,1.0
562,586.0,2.1972246,7.9370174,2.0,2.0,3.583519,2.0,2.0
563,587.0,2.4849067,7.161622,4.0,1.0,3.0445225,1.0,1.0
564,588.0,2.8903718,7.104144,4.0,3.0,3.8501475,1.0,1.0
565,589.0,2.4849067,7.716906,3.0,3.0,4.0943446,2.0,1.0
566,590.0,2.4849067,5.9532433,4.0,3.0,4.060443,4.0,1.0
567,591.0,3.1780539,7.5832477,4.0,4.0,3.7376697,2.0,1.0
568,592.0,3.0445225,7.360104,4.0,4.0,3.583519,1.0,1.0
569,593.0,3.1780539,7.9076514,3.0,4.0,2.9957323,1.0,1.0
570,594.0,3.1780539,7.2137685,4.0,3.0,3.6888795,1.0,1.0
571,595.0,1.7917595,6.8362594,1.0,1.0,3.465736,1.0,1.0
572,596.0,3.1780539,7.2737865,4.0,4.0,3.1354942,2.0,1.0
573,597.0,3.1780539,8.352554,1.0,4.0,3.583519,3.0,1.0
574,598.0,2.8903718,7.9284062,2.0,2.0,3.4339871,2.0,1.0
575,599.0,3.1780539,8.259199,1.0,2.0,3.465736,1.0,1.0
576,600.0,1.9459101,7.7531943,1.0,1.0,3.8066626,1.0,1.0
577,601.0,2.1972246,6.8221974,4.0,1.0,3.4011974,1.0,1.0
578,602.0,3.1780539,7.515889,4.0,4.0,3.5263605,1.0,1.0
579,603.0,3.583519,8.116417,4.0,2.0,3.3322046,1.0,1.0
580,604.0,2.3025851,7.1507015,4.0,2.0,3.1354942,1.0,1.0
581,605.0,3.1780539,7.947325,4.0,4.0,3.0910425,1.0,1.0
582,606.0,3.1780539,8.417594,3.0,2.0,4.304065,1.0,1.0
583,607.0,3.583519,7.8902082,4.0,4.0,3.912023,1.0,1.0
584,608.0,2.8903718,7.626083,4.0,1.0,3.4965076,1.0,1.0
585,609.0,2.7080503,7.17012,4.0,4.0,3.8066626,1.0,2.0
586,610.0,2.4849067,6.6080008,4.0,3.0,3.0910425,1.0,1.0
587,611.0,2.3025851,7.1228666,1.0,4.0,3.871201,1.0,2.0
588,612.0,3.0445225,8.118803,4.0,2.0,3.3672957,1.0,1.0
589,614.0,2.8903718,7.4999766,4.0,1.0,3.0910425,1.0,1.0
590,615.0,3.871201,9.409519,2.0,2.0,3.871201,1.0,1.0
591,616.0,4.0943446,9.122273,2.0,2.0,3.295837,1.0,1.0
592,617.0,1.7917595,8.20958,1.0,3.0,3.6109178,3.0,2.0
593,618.0,3.4011974,8.1435175,2.0,4.0,3.0445225,1.0,1.0
594,619.0,2.4849067,6.461468,4.0,2.0,3.8918202,1.0,1.0
595,620.0,3.0445225,8.203031,2.0,3.0,3.295837,2.0,1.0
596,621.0,2.8903718,7.333023,3.0,2.0,3.465736,2.0,1.0
597,622.0,3.871201,8.272315,4.0,2.0,3.637586,1.0,1.0
598,623.0,2.4849067,7.527256,4.0,1.0,3.0910425,1.0,1.0
599,624.0,2.8903718,7.863267,4.0,4.0,4.1743875,2.0,1.0
600,625.0,2.7080503,7.590347,4.0,2.0,3.5553482,1.0,1.0
601,626.0,1.7917595,7.657283,2.0,2.0,3.713572,1.0,1.0
602,627.0,2.1972246,7.270313,2.0,3.0,3.3672957,1.0,1.0
603,628.0,3.7376697,8.304495,4.0,4.0,3.583519,2.0,1.0
604,629.0,2.1972246,8.2511425,1.0,4.0,4.158883,1.0,1.0
605,630.0,3.1780539,8.205218,2.0,4.0,3.3322046,1.0,1.0
606,631.0,2.8903718,7.347944,4.0,3.0,3.7841897,1.0,1.0
607,632.0,2.7080503,7.275172,4.0,1.0,3.1354942,1.0,1.0
608,633.0,2.1972246,7.5908523,2.0,2.0,2.944439,2.0,1.0
609,634.0,3.1780539,7.211557,3.0,4.0,3.218876,1.0,1.0
610,635.0,2.4849067,7.239215,4.0,4.0,3.8501475,3.0,2.0
611,636.0,3.1780539,7.226936,4.0,1.0,3.3322046,1.0,1.0
612,637.0,4.0943446,9.658418,2.0,4.0,3.0445225,2.0,1.0
613,638.0,2.4849067,7.3085427,4.0,3.0,3.5263605,1.0,2.0
614,639.0,3.7376697,8.382518,3.0,2.0,3.2580965,2.0,2.0
615,640.0,2.8903718,6.6200733,4.0,1.0,3.295837,1.0,1.0
616,641.0,2.7080503,7.1762547,4.0,4.0,3.637586,2.0,1.0
617,642.0,2.7080503,8.438799,3.0,2.0,3.6888795,1.0,1.0
618,643.0,3.1780539,7.5234814,4.0,2.0,3.4965076,2.0,1.0
619,644.0,2.8903718,7.539027,4.0,1.0,3.465736,2.0,1.0
620,645.0,3.583519,8.984694,4.0,4.0,3.295837,2.0,1.0
621,646.0,3.4011974,8.430109,2.0,2.0,3.465736,2.0,1.0
622,647.0,2.4849067,7.234177,2.0,2.0,3.2580965,1.0,1.0
623,648.0,3.1780539,6.853299,4.0,3.0,3.637586,1.0,2.0
624,649.0,2.4849067,6.527958,4.0,4.0,3.6888795,1.0,2.0
625,650.0,3.871201,8.919454,4.0,1.0,3.912023,1.0,1.0
626,651.0,2.4849067,7.5611215,4.0,2.0,3.6109178,1.0,1.0
627,652.0,3.1780539,7.7419677,4.0,1.0,3.8066626,1.0,1.0
628,653.0,3.583519,8.9978895,2.0,4.0,3.7376697,4.0,1.0
629,654.0,3.1780539,7.760467,4.0,3.0,3.5553482,2.0,1.0
630,655.0,2.6390574,8.287277,1.0,4.0,3.0910425,1.0,1.0
631,656.0,2.4849067,6.788972,4.0,4.0,3.713572,1.0,2.0
632,657.0,3.871201,9.232298,4.0,3.0,3.6109178,1.0,1.0
633,658.0,3.4011974,8.347827,2.0,1.0,3.3322046,2.0,1.0
634,659.0,2.8903718,8.757941,2.0,1.0,3.713572,1.0,1.0
635,660.0,2.4849067,7.167809,3.0,4.0,3.1354942,1.0,1.0
636,661.0,2.4849067,6.802395,4.0,2.0,3.1354942,1.0,1.0
637,662.0,3.0445225,7.7146773,4.0,2.0,3.912023,2.0,1.0
638,663.0,1.7917595,6.9565454,4.0,1.0,3.5553482,2.0,1.0
639,664.0,1.7917595,6.9536843,2.0,4.0,3.912023,1.0,1.0
640,665.0,3.1780539,8.7505245,4.0,2.0,3.295837,2.0,1.0
641,666.0,3.4011974,8.159375,4.0,2.0,3.5263605,1.0,2.0
642,667.0,3.871201,8.191186,1.0,1.0,3.295837,1.0,1.0
643,668.0,2.4849067,8.48529,3.0,4.0,3.7612002,2.0,1.0
644,669.0,3.4011974,8.012018,4.0,4.0,3.8501475,1.0,1.0
645,670.0,3.1780539,8.32821,3.0,3.0,3.295837,2.0,1.0
646,671.0,3.583519,8.655562,2.0,2.0,3.4339871,2.0,1.0
647,672.0,4.0943446,9.246286,2.0,4.0,3.7376697,1.0,1.0
648,673.0,1.7917595,7.6401234,1.0,2.0,3.1780539,1.0,1.0
649,674.0,3.0445225,7.8555446,4.0,2.0,3.713572,1.0,2.0
650,675.0,3.4011974,8.418477,4.0,4.0,3.2580965,1.0,1.0
651,676.0,3.1780539,8.546752,4.0,4.0,3.4965076,1.0,1.0
652,677.0,4.276666,8.629628,2.0,2.0,3.1780539,1.0,1.0
653,678.0,3.1780539,7.776535,4.0,4.0,4.158883,1.0,1.0
654,679.0,2.8903718,7.281386,3.0,1.0,3.2580965,1.0,1.0
655,680.0,1.7917595,7.3382382,1.0,2.0,4.0253515,1.0,1.0
656,681.0,2.4849067,7.731492,4.0,4.0,3.6109178,1.0,1.0
657,682.0,2.7080503,7.298445,4.0,3.0,3.4965076,2.0,1.0
658,683.0,3.1780539,8.537584,3.0,3.0,3.8501475,3.0,1.0
659,684.0,3.583519,9.195937,1.0,3.0,3.4339871,2.0,2.0
660,685.0,4.0943446,8.783703,4.0,4.0,3.5263605,1.0,2.0
661,686.0,2.3025851,7.205635,4.0,2.0,3.295837,2.0,1.0
662,687.0,3.583519,7.959276,4.0,3.0,3.4011974,1.0,1.0
663,688.0,2.1972246,7.9204464,3.0,4.0,3.5553482,1.0,1.0
664,689.0,2.4849067,8.202756,1.0,3.0,3.4339871,1.0,2.0
665,690.0,2.7080503,6.8824377,2.0,3.0,3.218876,2.0,1.0
666,691.0,2.7080503,7.875119,3.0,2.0,3.218876,1.0,1.0
667,692.0,3.1780539,7.9710855,2.0,1.0,3.3672957,1.0,1.0
668,693.0,1.7917595,8.458716,1.0,3.0,3.7841897,2.0,2.0
669,694.0,3.1780539,7.7336836,4.0,2.0,3.3322046,1.0,1.0
670,695.0,1.7917595,7.1196356,2.0,4.0,3.912023,1.0,1.0
671,697.0,2.4849067,6.8308744,1.0,2.0,3.637586,1.0,1.0
672,698.0,2.8903718,7.495542,4.0,2.0,3.1780539,2.0,1.0
673,699.0,2.7080503,7.5522375,4.0,4.0,3.6888795,1.0,1.0
674,700.0,2.4849067,7.023759,4.0,4.0,3.3672957,1.0,1.0
675,701.0,3.871201,8.753214,4.0,4.0,3.8286414,2.0,1.0
676,702.0,3.1780539,7.2276626,4.0,2.0,3.8501475,1.0,1.0
677,703.0,3.4011974,7.8252454,4.0,2.0,3.713572,2.0,1.0
678,704.0,3.295837,7.8351836,4.0,1.0,3.465736,1.0,2.0
679,705.0,2.7080503,8.57998,1.0,4.0,3.5553482,1.0,1.0
680,706.0,3.871201,8.788746,3.0,2.0,3.1780539,1.0,1.0
681,707.0,2.4849067,7.9959803,4.0,3.0,3.218876,2.0,1.0
682,708.0,2.1972246,7.095064,4.0,4.0,3.218876,1.0,1.0
683,709.0,2.1972246,7.6582274,2.0,2.0,3.6109178,1.0,2.0
684,710.0,2.8903718,6.4441314,4.0,3.0,3.465736,2.0,1.0
685,711.0,1.7917595,7.088409,4.0,4.0,3.5553482,1.0,1.0
686,712.0,3.0445225,7.8143997,4.0,4.0,3.8286414,1.0,1.0
687,713.0,2.1972246,7.037028,4.0,4.0,3.218876,2.0,1.0
688,714.0,4.0943446,9.548739,4.0,2.0,3.295837,1.0,1.0
689,715.0,3.4011974,8.935377,1.0,4.0,4.1431346,2.0,1.0
690,716.0,3.4011974,8.031711,3.0,2.0,3.6888795,2.0,2.0
691,717.0,2.8903718,7.3165483,4.0,2.0,3.465736,1.0,1.0
692,718.0,3.1780539,8.0545225,3.0,2.0,3.4339871,2.0,1.0
693,719.0,2.9957323,8.723882,3.0,4.0,3.4339871,2.0,1.0
694,720.0,2.1972246,7.1981835,4.0,2.0,3.5263605,2.0,1.0
695,721.0,1.7917595,6.070738,4.0,2.0,3.1780539,1.0,2.0
696,722.0,2.4849067,7.113142,4.0,2.0,3.1780539,1.0,1.0
697,723.0,2.1972246,6.672033,4.0,3.0,4.189655,1.0,1.0
698,724.0,3.295837,7.851661,3.0,3.0,3.0445225,1.0,1.0
699,725.0,1.7917595,5.521461,2.0,2.0,3.713572,2.0,1.0
700,726.0,2.7080503,7.182352,2.0,2.0,3.8501475,2.0,1.0
701,727.0,2.8903718,7.54009,4.0,4.0,3.218876,2.0,1.0
702,728.0,3.871201,8.76655,4.0,3.0,4.0775375,1.0,1.0
703,729.0,3.1780539,7.1507015,2.0,4.0,3.583519,2.0,1.0
704,730.0,3.1780539,8.764522,1.0,2.0,3.4965076,1.0,1.0
705,731.0,3.1780539,7.5943813,2.0,4.0,3.0445225,1.0,2.0
706,732.0,2.0794415,6.6333184,4.0,2.0,3.7841897,1.0,1.0
707,733.0,3.1780539,7.86442,2.0,4.0,3.3322046,1.0,1.0
708,734.0,1.3862944,8.125631,1.0,1.0,3.6109178,1.0,2.0
709,735.0,3.583519,8.291547,3.0,2.0,3.3672957,1.0,1.0
710,736.0,3.1780539,9.355306,1.0,4.0,3.1354942,2.0,1.0
711,737.0,2.8903718,8.384804,3.0,4.0,3.5553482,1.0,2.0
712,738.0,1.7917595,8.818926,1.0,3.0,3.8066626,2.0,2.0
713,739.0,3.4011974,8.361709,4.0,4.0,3.2580965,2.0,1.0
714,740.0,3.1780539,7.7514753,2.0,3.0,3.465736,1.0,1.0
715,741.0,2.3025851,6.954639,4.0,4.0,3.1354942,1.0,1.0
716,742.0,3.0445225,8.058328,4.0,3.0,3.713572,1.0,1.0
717,743.0,3.1780539,7.8172226,4.0,4.0,3.0910425,1.0,1.0
